Feedback_ID,Transaccion_ID,Rating_Producto,Rating_Logistica,Comentario_Texto,Recomienda_Marca,Ticket_Soporte_Abierto,Edad_Cliente,Satisfaccion_NPS,Feedback_ID_Original
FB-11306,TRX-14280,2.0,4.0,Precio justo,Sí,0,47,76.1,FB-11306
FB-11307,TRX-14948,3.0,1.0,No volvería,Maybe,0,60,40.3,FB-11307
FB-11308,TRX-19781,3.0,2.0,,Sí,0,72,29.7,FB-11308
FB-11309,TRX-15091,1.0,2.0,No volvería,Sí,1,32,80.9,FB-11309
FB-11310,TRX-12839,3.0,3.0,,Sí,0,78,-40.9,FB-11310
FB-11311,TRX-19239,3.0,4.0,Dañado,,0,84,-78.4,FB-11311
FB-11312,TRX-17140,3.0,5.0,,Maybe,0,40,-38.9,FB-11312
FB-11313,TRX-15283,2.0,4.0,,Sí,1,44,-63.3,FB-11313
FB-11314,TRX-19472,1.0,4.0,No volvería,No,0,65,-49.5,FB-11314
FB-11315,TRX-12280,2.0,3.0,,Maybe,1,78,13.3,FB-11315
FB-11316,TRX-13268,1.0,3.0,Dañado,Sí,1,33,-8.9,FB-11316
FB-11317,TRX-14096,3.0,1.0,Lento,Sí,1,31,96.2,FB-11317
FB-11318,TRX-12223,3.0,5.0,No volvería,,1,69,-16.3,FB-11318
FB-11319,TRX-16820,5.0,3.0,,Maybe,1,37,-69.6,FB-11319
FB-11320,TRX-19081,3.0,1.0,,Maybe,0,27,75.0,FB-11320
FB-11321,TRX-13268,1.0,2.0,Precio justo,No,0,75,-44.7,FB-11321
FB-11322,TRX-14932,4.0,1.0,Dañado,No,0,46,-78.4,FB-11322
FB-11323,TRX-14997,1.0,5.0,Dañado,Maybe,0,21,31.8,FB-11323
FB-11324,TRX-11402,3.0,1.0,Precio justo,No,1,22,-48.7,FB-11324
FB-11325,TRX-14871,3.0,1.0,Excelente,No,0,55,-96.8,FB-11325
FB-11326,TRX-19284,4.0,3.0,Precio justo,Sí,0,29,32.7,FB-11326
FB-11327,TRX-17555,3.0,5.0,Dañado,No,1,69,-85.5,FB-11327
FB-11328,TRX-18942,5.0,1.0,Precio justo,,0,83,-99.5,FB-11328
FB-11329,TRX-13004,4.0,4.0,Dañado,Sí,1,82,36.4,FB-11329
FB-11330,TRX-16159,2.0,1.0,,No,1,63,-9.4,FB-11330
FB-11331,TRX-17158,5.0,2.0,Excelente,Sí,0,27,60.9,FB-11331
FB-11332,TRX-11573,1.0,2.0,No volvería,No,1,36,-67.1,FB-11332
FB-11333,TRX-12270,5.0,1.0,,No,1,37,2.1,FB-11333
FB-11334,TRX-18627,5.0,1.0,Lento,No,0,46,-76.8,FB-11334
FB-11335,TRX-17240,3.0,4.0,Excelente,Sí,1,84,-18.1,FB-11335
FB-11336,TRX-15132,2.0,1.0,No volvería,Maybe,0,39,-28.7,FB-11336
FB-11337,TRX-18254,4.0,3.0,,No,0,73,27.6,FB-11337
FB-11338,TRX-15858,5.0,5.0,Precio justo,,0,40,24.7,FB-11338
FB-11339,TRX-17673,3.0,4.0,,No,1,57,-48.4,FB-11339
FB-11340,TRX-15803,5.0,1.0,Dañado,Maybe,1,64,-89.9,FB-11340
FB-11341,TRX-17006,2.0,3.0,,Sí,1,80,-79.0,FB-11341
FB-11342,TRX-17643,4.0,1.0,,No,0,55,82.6,FB-11342
FB-11343,TRX-16889,3.0,4.0,,,1,26,45.3,FB-11343
FB-11344,TRX-16721,5.0,4.0,Excelente,Sí,1,67,88.5,FB-11344
FB-11345,TRX-17557,2.0,2.0,Precio justo,No,0,78,23.5,FB-11345
FB-11346,TRX-10453,1.0,2.0,,Sí,1,78,75.9,FB-11346
FB-11347,TRX-19157,1.0,1.0,,Sí,1,40,54.6,FB-11347
FB-11348,TRX-10432,2.0,5.0,No volvería,Maybe,1,43,-51.0,FB-11348
FB-11349,TRX-16896,4.0,3.0,,Sí,0,20,50.0,FB-11349
FB-11350,TRX-11448,5.0,2.0,Lento,No,1,83,21.9,FB-11350
FB-11351,TRX-12303,5.0,2.0,Excelente,Maybe,0,53,-66.0,FB-11351
FB-11352,TRX-14954,2.0,5.0,,Maybe,1,62,-81.2,FB-11352
FB-11353,TRX-13975,5.0,4.0,,Sí,0,63,-26.7,FB-11353
FB-11354,TRX-19508,4.0,1.0,Lento,Sí,1,82,17.1,FB-11354
FB-11355,TRX-18391,2.0,1.0,Precio justo,No,1,52,11.3,FB-11355
FB-11356,TRX-16113,1.0,3.0,No volvería,,1,33,-3.8,FB-11356
FB-11357,TRX-12085,1.0,5.0,,Maybe,0,64,-4.2,FB-11357
FB-11358,TRX-18900,3.0,5.0,Excelente,Maybe,0,38,-96.7,FB-11358
FB-11359,TRX-19266,1.0,5.0,,Maybe,0,26,-95.7,FB-11359
FB-11360,TRX-14806,5.0,4.0,,Sí,1,25,-18.4,FB-11360
FB-11361,TRX-10877,4.0,5.0,No volvería,,0,64,3.0,FB-11361
FB-11362,TRX-16433,4.0,4.0,Dañado,No,0,59,35.1,FB-11362
FB-11363,TRX-12063,3.0,1.0,,No,1,28,33.0,FB-11363
FB-11364,TRX-16601,5.0,4.0,No volvería,Maybe,0,74,97.0,FB-11364
FB-11365,TRX-10097,2.0,1.0,No volvería,Sí,1,57,-21.6,FB-11365
FB-11366,TRX-17582,3.0,3.0,,,0,51,-74.7,FB-11366
FB-11367,TRX-18487,5.0,5.0,No volvería,No,0,21,-39.8,FB-11367
FB-11368,TRX-17540,2.0,3.0,,No,0,67,53.3,FB-11368
FB-11369,TRX-10890,1.0,5.0,Excelente,Sí,1,65,-51.2,FB-11369
FB-11370,TRX-11387,1.0,3.0,,No,1,24,63.5,FB-11370
FB-11371,TRX-10896,2.0,2.0,Excelente,Maybe,0,59,61.2,FB-11371
FB-11372,TRX-14426,3.0,2.0,Excelente,Sí,1,82,-6.2,FB-11372
FB-11373,TRX-11753,2.0,4.0,Lento,Maybe,0,67,46.0,FB-11373
FB-11374,TRX-15463,5.0,3.0,,Maybe,1,63,60.2,FB-11374
FB-11375,TRX-19737,2.0,5.0,Precio justo,,1,59,45.3,FB-11375
FB-11376,TRX-11595,5.0,1.0,,Sí,0,41,-37.5,FB-11376
FB-11377,TRX-14760,5.0,4.0,Precio justo,No,1,27,-66.0,FB-11377
FB-11378,TRX-19264,1.0,4.0,No volvería,Maybe,0,43,-76.2,FB-11378
FB-11379,TRX-17888,5.0,2.0,Lento,,0,19,92.7,FB-11379
FB-11380,TRX-15428,4.0,3.0,Precio justo,No,1,78,-81.1,FB-11380
FB-11381,TRX-10997,1.0,3.0,Excelente,No,0,75,-11.8,FB-11381
FB-11382,TRX-11989,1.0,4.0,Dañado,No,0,68,-79.7,FB-11382
FB-11383,TRX-19578,2.0,2.0,,No,1,63,59.0,FB-11383
FB-11384,TRX-18369,5.0,1.0,Dañado,,1,20,10.6,FB-11384
FB-11385,TRX-10868,2.0,2.0,Precio justo,,0,67,-64.9,FB-11385
FB-11386,TRX-13359,5.0,3.0,Lento,No,1,53,91.9,FB-11386
FB-11387,TRX-18458,1.0,1.0,Precio justo,Sí,0,69,69.7,FB-11387
FB-11388,TRX-12361,4.0,4.0,Excelente,,0,61,-74.6,FB-11388
FB-11389,TRX-19208,1.0,1.0,Lento,No,0,31,62.7,FB-11389
FB-11390,TRX-18115,3.0,4.0,Dañado,,1,83,68.9,FB-11390
FB-11391,TRX-12234,2.0,2.0,,,0,66,54.4,FB-11391
FB-11392,TRX-13662,4.0,1.0,No volvería,No,0,44,-29.8,FB-11392
FB-11393,TRX-12535,2.0,5.0,Excelente,Maybe,1,19,-48.7,FB-11393
FB-11394,TRX-14929,5.0,3.0,,Sí,0,64,5.0,FB-11394
FB-11395,TRX-15093,2.0,4.0,,,1,77,-5.2,FB-11395
FB-11396,TRX-10105,1.0,1.0,Lento,No,1,27,16.7,FB-11396
FB-11397,TRX-17945,1.0,1.0,No volvería,No,1,78,-16.4,FB-11397
FB-11398,TRX-13288,2.0,5.0,Excelente,Maybe,1,57,-57.9,FB-11398
FB-11399,TRX-11879,5.0,2.0,,,1,22,14.0,FB-11399
FB-11400,TRX-11100,5.0,5.0,,Sí,1,50,7.5,FB-11400
FB-11401,TRX-10000,4.0,1.0,Dañado,Sí,1,31,81.7,FB-11401
FB-11402,TRX-12507,1.0,3.0,,Maybe,0,84,27.0,FB-11402
FB-11403,TRX-19892,2.0,1.0,Lento,Sí,0,40,53.9,FB-11403
FB-11404,TRX-11983,4.0,1.0,Precio justo,Sí,0,82,-14.6,FB-11404
FB-11405,TRX-18516,3.0,1.0,Lento,No,0,55,64.5,FB-11405
FB-11406,TRX-11587,4.0,5.0,Lento,Maybe,0,31,-38.1,FB-11406
FB-11407,TRX-14050,3.0,5.0,Excelente,,0,36,95.6,FB-11407
FB-11408,TRX-13347,3.0,4.0,Precio justo,Maybe,0,26,63.1,FB-11408
FB-11409,TRX-11697,4.0,4.0,Dañado,Sí,0,50,-99.1,FB-11409
FB-11410,TRX-17761,1.0,4.0,,No,0,50,63.6,FB-11410
FB-11411,TRX-10403,4.0,1.0,No volvería,,0,62,7.6,FB-11411
FB-11412,TRX-18287,4.0,4.0,Dañado,Sí,1,56,16.0,FB-11412
FB-11413,TRX-17271,1.0,4.0,Precio justo,No,1,50,99.7,FB-11413
FB-11414,TRX-16401,1.0,2.0,,Sí,1,21,43.5,FB-11414
FB-11415,TRX-10911,1.0,5.0,No volvería,Sí,1,43,-73.9,FB-11415
FB-11416,TRX-11995,1.0,4.0,Lento,Maybe,0,42,50.8,FB-11416
FB-11417,TRX-14913,1.0,5.0,,Sí,1,50,-60.1,FB-11417
FB-11418,TRX-16628,1.0,3.0,No volvería,,1,35,87.0,FB-11418
FB-11419,TRX-17925,4.0,2.0,,Sí,1,46,-47.3,FB-11419
FB-11420,TRX-13015,2.0,3.0,Lento,Maybe,1,25,-7.7,FB-11420
FB-11421,TRX-13849,2.0,5.0,,No,1,66,62.6,FB-11421
FB-11422,TRX-18957,2.0,5.0,Precio justo,Sí,0,83,92.8,FB-11422
FB-11423,TRX-14264,4.0,3.0,Dañado,Sí,0,64,-68.6,FB-11423
FB-11424,TRX-17194,1.0,4.0,Excelente,Maybe,1,56,-86.2,FB-11424
FB-11425,TRX-12018,3.0,2.0,No volvería,No,1,81,58.0,FB-11425
FB-11426,TRX-17083,1.0,5.0,Excelente,Sí,0,29,72.5,FB-11426
FB-11427,TRX-12396,5.0,1.0,,Sí,1,53,20.4,FB-11427
FB-11428,TRX-10354,1.0,2.0,,,0,31,-65.8,FB-11428
FB-11429,TRX-13027,2.0,3.0,Excelente,Maybe,1,68,-68.6,FB-11429
FB-11430,TRX-12321,1.0,5.0,No volvería,No,0,72,-7.9,FB-11430
FB-11431,TRX-13943,1.0,5.0,Excelente,Sí,1,45,-61.2,FB-11431
FB-11432,TRX-12797,5.0,3.0,Excelente,Maybe,0,60,-30.6,FB-11432
FB-11433,TRX-18380,3.0,1.0,Excelente,Maybe,0,37,58.9,FB-11433
FB-11434,TRX-18956,3.0,1.0,Dañado,Maybe,1,30,-78.8,FB-11434
FB-11435,TRX-13282,2.0,5.0,Lento,No,1,63,-39.3,FB-11435
FB-11436,TRX-17801,3.0,4.0,Dañado,Maybe,1,62,-20.7,FB-11436
FB-11437,TRX-17871,2.0,1.0,,Sí,0,47,-54.5,FB-11437
FB-11438,TRX-14751,4.0,1.0,,Sí,1,65,41.7,FB-11438
FB-11439,TRX-14742,5.0,4.0,Dañado,No,1,34,-6.2,FB-11439
FB-11440,TRX-11638,1.0,1.0,,Sí,1,61,89.3,FB-11440
FB-11441,TRX-19646,5.0,4.0,Lento,No,1,60,-32.0,FB-11441
FB-11442,TRX-18076,3.0,3.0,Lento,Sí,0,81,85.1,FB-11442
FB-11443,TRX-16018,1.0,2.0,,Maybe,0,18,13.7,FB-11443
FB-11444,TRX-14508,5.0,2.0,Excelente,Sí,1,66,7.7,FB-11444
FB-11445,TRX-16409,5.0,3.0,,Maybe,1,36,-53.0,FB-11445
FB-11446,TRX-16321,2.0,1.0,Dañado,No,1,29,89.6,FB-11446
FB-11447,TRX-11758,4.0,2.0,No volvería,,0,45,-36.3,FB-11447
FB-11448,TRX-17601,5.0,3.0,No volvería,Maybe,1,48,9.3,FB-11448
FB-11449,TRX-16830,1.0,2.0,Excelente,Maybe,1,77,87.9,FB-11449
FB-11450,TRX-16960,3.0,1.0,Dañado,,0,70,70.1,FB-11450
FB-11451,TRX-12427,4.0,4.0,Excelente,,0,70,-38.2,FB-11451
FB-11452,TRX-10458,4.0,3.0,Dañado,Sí,1,28,61.0,FB-11452
FB-11453,TRX-14643,1.0,2.0,Excelente,No,0,29,36.2,FB-11453
FB-11454,TRX-17488,4.0,1.0,,Sí,1,75,-93.3,FB-11454
FB-11455,TRX-11968,3.0,2.0,Lento,No,1,64,-1.4,FB-11455
FB-11456,TRX-19244,4.0,1.0,No volvería,,1,80,-15.5,FB-11456
FB-11457,TRX-16380,2.0,1.0,,Maybe,1,26,31.8,FB-11457
FB-11458,TRX-10180,4.0,1.0,Excelente,No,0,31,40.6,FB-11458
FB-11459,TRX-19511,5.0,1.0,Dañado,No,1,84,40.9,FB-11459
FB-11460,TRX-14960,4.0,3.0,,No,0,24,-8.0,FB-11460
FB-11461,TRX-10558,2.0,4.0,,,1,23,89.5,FB-11461
FB-11462,TRX-17282,2.0,3.0,,,1,52,-85.8,FB-11462
FB-11463,TRX-10698,4.0,2.0,No volvería,Sí,1,72,29.8,FB-11463
FB-11464,TRX-15811,3.0,3.0,Excelente,Maybe,1,45,-12.2,FB-11464
FB-11465,TRX-12282,4.0,3.0,Precio justo,Maybe,0,40,-53.5,FB-11465
FB-11466,TRX-17666,1.0,2.0,No volvería,Sí,0,27,-72.7,FB-11466
FB-11467,TRX-17509,2.0,4.0,,No,0,71,-7.5,FB-11467
FB-11468,TRX-14536,4.0,3.0,Precio justo,,1,79,-38.9,FB-11468
FB-11469,TRX-10149,3.0,1.0,Dañado,Maybe,1,32,-56.2,FB-11469
FB-11470,TRX-12593,3.0,3.0,Lento,Maybe,1,31,-92.7,FB-11470
FB-11471,TRX-15861,3.0,2.0,Lento,Maybe,1,28,-37.4,FB-11471
FB-11472,TRX-18202,5.0,4.0,,No,0,72,86.4,FB-11472
FB-11473,TRX-18244,5.0,3.0,Dañado,Sí,1,35,7.7,FB-11473
FB-11474,TRX-13453,5.0,3.0,Precio justo,Sí,0,43,-51.7,FB-11474
FB-11475,TRX-15715,1.0,2.0,,Maybe,0,64,95.1,FB-11475
FB-11476,TRX-18602,1.0,5.0,Lento,No,1,57,30.2,FB-11476
FB-11477,TRX-16399,4.0,5.0,,,1,60,1.4,FB-11477
FB-11478,TRX-18405,5.0,3.0,,Maybe,1,82,86.7,FB-11478
FB-11479,TRX-11028,5.0,1.0,Lento,Sí,1,20,56.2,FB-11479
FB-11480,TRX-12858,1.0,3.0,Precio justo,No,1,36,6.5,FB-11480
FB-11481,TRX-12480,3.0,5.0,,Sí,1,28,-98.6,FB-11481
FB-11482,TRX-15764,3.0,3.0,Excelente,Maybe,1,70,-17.2,FB-11482
FB-11483,TRX-19226,2.0,1.0,Lento,,0,31,59.9,FB-11483
FB-11484,TRX-15558,4.0,4.0,Lento,Sí,1,61,-43.0,FB-11484
FB-11485,TRX-17528,4.0,3.0,Excelente,No,0,68,-89.1,FB-11485
FB-11486,TRX-12294,5.0,2.0,Precio justo,,0,49,21.6,FB-11486
FB-11487,TRX-14560,1.0,1.0,,No,0,60,79.9,FB-11487
FB-11488,TRX-14963,4.0,3.0,Precio justo,No,1,50,97.8,FB-11488
FB-11489,TRX-16454,3.0,5.0,Excelente,Sí,1,23,-77.1,FB-11489
FB-11490,TRX-11117,1.0,3.0,Lento,No,1,47,92.4,FB-11490
FB-11491,TRX-17925,5.0,5.0,Excelente,Sí,0,47,-23.3,FB-11491
FB-11492,TRX-16168,5.0,2.0,Dañado,No,1,23,49.1,FB-11492
FB-11493,TRX-17729,4.0,4.0,,Sí,1,19,-59.2,FB-11493
FB-11494,TRX-19926,4.0,5.0,Excelente,Sí,0,19,34.5,FB-11494
FB-11495,TRX-12955,2.0,3.0,,,0,27,34.3,FB-11495
FB-11496,TRX-19437,4.0,2.0,,Sí,0,78,-43.6,FB-11496
FB-11497,TRX-18306,4.0,1.0,No volvería,No,1,18,-10.9,FB-11497
FB-11498,TRX-18608,3.0,3.0,,Sí,0,51,-17.1,FB-11498
FB-11499,TRX-14247,3.0,1.0,Precio justo,,0,53,31.0,FB-11499
FB-11500,TRX-12120,1.0,5.0,Lento,No,0,57,95.4,FB-11500
FB-11501,TRX-15309,4.0,2.0,Lento,,1,37,14.0,FB-11501
FB-11502,TRX-19647,4.0,4.0,Dañado,Maybe,1,73,8.9,FB-11502
FB-11503,TRX-19514,5.0,3.0,Lento,No,1,34,-32.4,FB-11503
FB-11504,TRX-15703,3.0,2.0,Dañado,Maybe,1,77,35.6,FB-11504
FB-11505,TRX-19576,5.0,2.0,Dañado,No,1,56,69.2,FB-11505
FB-11506,TRX-16615,4.0,4.0,Precio justo,Maybe,0,22,-80.3,FB-11506
FB-11507,TRX-11107,3.0,5.0,Dañado,Sí,0,82,-51.7,FB-11507
FB-11508,TRX-10736,4.0,4.0,Precio justo,Maybe,0,35,18.6,FB-11508
FB-11509,TRX-10483,2.0,4.0,,,1,79,-83.2,FB-11509
FB-11510,TRX-12607,5.0,4.0,,,0,31,-30.5,FB-11510
FB-11511,TRX-13796,3.0,1.0,,Maybe,0,24,-4.1,FB-11511
FB-11512,TRX-11581,3.0,3.0,Dañado,Sí,1,34,61.2,FB-11512
FB-11513,TRX-11740,4.0,4.0,,Maybe,1,30,5.3,FB-11513
FB-11514,TRX-18182,4.0,3.0,Excelente,No,0,41,-24.0,FB-11514
FB-11515,TRX-17805,1.0,4.0,,No,0,80,-70.5,FB-11515
FB-11516,TRX-15302,1.0,5.0,Precio justo,Maybe,0,29,-59.5,FB-11516
FB-11517,TRX-13793,5.0,5.0,No volvería,Maybe,0,35,3.6,FB-11517
FB-11518,TRX-13876,3.0,4.0,Excelente,No,0,40,60.9,FB-11518
FB-11519,TRX-11727,4.0,2.0,Dañado,No,0,39,-20.2,FB-11519
FB-11520,TRX-12850,5.0,3.0,No volvería,Maybe,0,42,-54.4,FB-11520
FB-11521,TRX-16292,3.0,5.0,Precio justo,Sí,1,61,-24.2,FB-11521
FB-11522,TRX-16882,4.0,1.0,No volvería,Sí,0,42,-88.9,FB-11522
FB-11523,TRX-11054,1.0,2.0,,No,0,38,6.2,FB-11523
FB-11524,TRX-11014,3.0,5.0,No volvería,,0,46,-85.1,FB-11524
FB-11525,TRX-14103,4.0,2.0,Dañado,Sí,0,77,70.0,FB-11525
FB-11526,TRX-11875,5.0,3.0,,Maybe,1,25,52.6,FB-11526
FB-11527,TRX-10613,5.0,2.0,Excelente,No,1,22,40.7,FB-11527
FB-11528,TRX-11194,2.0,1.0,,Sí,1,83,89.0,FB-11528
FB-11529,TRX-17234,3.0,2.0,No volvería,Sí,1,69,77.8,FB-11529
FB-11530,TRX-16132,5.0,5.0,,Sí,1,40,-99.5,FB-11530
FB-11531,TRX-19937,3.0,1.0,,,0,19,55.8,FB-11531
FB-11532,TRX-10482,5.0,3.0,,No,1,66,17.1,FB-11532
FB-11533,TRX-12851,3.0,5.0,Excelente,Maybe,1,57,-12.9,FB-11533
FB-11534,TRX-15261,3.0,3.0,,Maybe,1,78,-42.6,FB-11534
FB-11535,TRX-11763,3.0,4.0,No volvería,No,1,48,-60.8,FB-11535
FB-11536,TRX-17364,2.0,5.0,Precio justo,,0,24,76.5,FB-11536
FB-11537,TRX-16187,1.0,2.0,Dañado,Sí,0,42,-27.4,FB-11537
FB-11538,TRX-12182,3.0,3.0,No volvería,,0,75,-10.4,FB-11538
FB-11539,TRX-19400,1.0,2.0,Dañado,Maybe,1,78,42.6,FB-11539
FB-11540,TRX-19117,1.0,1.0,,Sí,0,31,57.2,FB-11540
FB-11541,TRX-13272,1.0,3.0,,Maybe,0,23,25.1,FB-11541
FB-11542,TRX-13206,5.0,3.0,Excelente,Maybe,0,40,-16.1,FB-11542
FB-11543,TRX-14136,4.0,1.0,No volvería,Maybe,1,53,-87.2,FB-11543
FB-11544,TRX-18046,1.0,1.0,Precio justo,,0,84,22.3,FB-11544
FB-11545,TRX-17168,3.0,1.0,Lento,Sí,1,62,69.3,FB-11545
FB-11546,TRX-14687,4.0,1.0,Excelente,Sí,0,61,-90.9,FB-11546
FB-11547,TRX-13694,5.0,4.0,,,1,26,-29.4,FB-11547
FB-11548,TRX-13296,2.0,3.0,Dañado,Sí,0,29,-50.5,FB-11548
FB-11549,TRX-12655,1.0,4.0,Excelente,Sí,0,82,8.1,FB-11549
FB-11550,TRX-17111,1.0,4.0,Precio justo,Sí,1,73,-97.8,FB-11550
FB-11551,TRX-18659,5.0,2.0,,,1,38,76.5,FB-11551
FB-11552,TRX-13150,3.0,3.0,Dañado,No,1,79,58.3,FB-11552
FB-11553,TRX-11409,3.0,3.0,Dañado,Maybe,1,38,-79.2,FB-11553
FB-11554,TRX-19537,4.0,3.0,,Maybe,1,19,78.5,FB-11554
FB-11555,TRX-10397,4.0,3.0,Dañado,,1,25,53.5,FB-11555
FB-11556,TRX-11576,3.0,1.0,Lento,No,1,29,91.3,FB-11556
FB-11557,TRX-13334,2.0,5.0,,Maybe,0,39,-48.3,FB-11557
FB-11558,TRX-10544,3.0,2.0,,No,0,66,71.0,FB-11558
FB-11559,TRX-12302,2.0,2.0,,No,0,26,-70.9,FB-11559
FB-11560,TRX-10085,5.0,1.0,Lento,,1,61,39.3,FB-11560
FB-11561,TRX-15891,2.0,4.0,Dañado,No,1,55,-85.6,FB-11561
FB-11562,TRX-16685,5.0,5.0,,Maybe,0,20,42.8,FB-11562
FB-11563,TRX-19310,1.0,2.0,Lento,No,1,19,-69.6,FB-11563
FB-11564,TRX-18955,3.0,4.0,Dañado,Maybe,0,20,47.0,FB-11564
FB-11565,TRX-11179,4.0,3.0,Precio justo,Sí,1,32,-12.1,FB-11565
FB-11566,TRX-15582,1.0,5.0,Dañado,,1,67,-73.1,FB-11566
FB-11567,TRX-13036,4.0,5.0,,Sí,0,43,14.3,FB-11567
FB-11568,TRX-18653,2.0,3.0,Lento,No,0,25,-95.1,FB-11568
FB-11569,TRX-18129,3.0,2.0,Precio justo,No,0,70,-52.6,FB-11569
FB-11570,TRX-13115,3.0,5.0,Precio justo,,1,22,-41.5,FB-11570
FB-11571,TRX-13399,3.0,1.0,Lento,Sí,1,63,98.4,FB-11571
FB-11572,TRX-19344,1.0,1.0,,Sí,1,56,58.9,FB-11572
FB-11573,TRX-17761,5.0,1.0,Dañado,Sí,1,49,-37.6,FB-11573
FB-11574,TRX-18205,2.0,5.0,Lento,,0,77,-27.0,FB-11574
FB-11575,TRX-15768,1.0,2.0,Excelente,No,1,34,-12.3,FB-11575
FB-11576,TRX-15840,1.0,4.0,Lento,Sí,0,40,57.8,FB-11576
FB-11577,TRX-19153,5.0,2.0,Precio justo,No,1,74,36.2,FB-11577
FB-11578,TRX-12258,4.0,4.0,Dañado,No,0,61,8.3,FB-11578
FB-11579,TRX-11100,4.0,5.0,No volvería,No,1,62,-10.6,FB-11579
FB-11580,TRX-17190,3.0,3.0,Dañado,,1,65,-49.1,FB-11580
FB-11581,TRX-17004,1.0,4.0,Precio justo,Maybe,1,32,-9.3,FB-11581
FB-11582,TRX-16162,5.0,4.0,,,0,55,55.3,FB-11582
FB-11583,TRX-11161,5.0,2.0,Dañado,No,0,25,-10.5,FB-11583
FB-11584,TRX-19324,4.0,5.0,Precio justo,,1,63,4.8,FB-11584
FB-11585,TRX-11280,5.0,2.0,No volvería,Sí,1,56,-32.3,FB-11585
FB-11586,TRX-12083,4.0,5.0,,Sí,0,68,-2.9,FB-11586
FB-11587,TRX-18474,4.0,4.0,,,0,51,52.0,FB-11587
FB-11588,TRX-14886,1.0,3.0,,No,1,53,84.4,FB-11588
FB-11589,TRX-11653,2.0,5.0,Lento,Maybe,0,37,-0.8,FB-11589
FB-11590,TRX-11932,3.0,4.0,,Maybe,0,30,-70.4,FB-11590
FB-11591,TRX-18170,2.0,3.0,Excelente,No,1,61,54.9,FB-11591
FB-11592,TRX-13777,5.0,2.0,,Maybe,0,62,51.8,FB-11592
FB-11593,TRX-10843,2.0,2.0,Dañado,No,0,64,35.2,FB-11593
FB-11594,TRX-19854,2.0,5.0,No volvería,,0,38,16.7,FB-11594
FB-11595,TRX-18856,4.0,5.0,Dañado,Sí,1,40,-35.9,FB-11595
FB-11596,TRX-15421,1.0,5.0,Excelente,,1,63,49.6,FB-11596
FB-11597,TRX-10369,5.0,2.0,Excelente,Maybe,1,20,96.8,FB-11597
FB-11598,TRX-13670,3.0,5.0,Excelente,No,0,57,-6.2,FB-11598
FB-11599,TRX-14749,4.0,4.0,No volvería,Maybe,0,81,-67.4,FB-11599
FB-11600,TRX-14118,3.0,1.0,,Maybe,0,50,-55.0,FB-11600
FB-11601,TRX-16396,3.0,1.0,Excelente,Maybe,0,67,-48.6,FB-11601
FB-11602,TRX-15863,1.0,5.0,Excelente,,0,37,27.2,FB-11602
FB-11603,TRX-11113,2.0,4.0,,,1,56,53.4,FB-11603
FB-11604,TRX-12586,2.0,4.0,Excelente,Sí,1,39,-30.1,FB-11604
FB-11605,TRX-14719,1.0,4.0,Excelente,,0,63,46.3,FB-11605
FB-11606,TRX-11225,5.0,3.0,,Sí,1,49,-82.4,FB-11606
FB-11607,TRX-18755,4.0,4.0,No volvería,Maybe,1,43,79.4,FB-11607
FB-11608,TRX-19426,2.0,2.0,Dañado,Sí,1,61,-86.5,FB-11608
FB-11609,TRX-13955,1.0,2.0,No volvería,Sí,0,25,60.5,FB-11609
FB-11610,TRX-18482,4.0,4.0,,,0,78,42.1,FB-11610
FB-11611,TRX-18192,4.0,1.0,No volvería,,0,28,29.1,FB-11611
FB-11612,TRX-15115,1.0,3.0,Excelente,Maybe,1,76,-87.8,FB-11612
FB-11613,TRX-16540,2.0,2.0,Lento,,1,33,3.9,FB-11613
FB-11614,TRX-10928,5.0,2.0,,,1,27,-75.5,FB-11614
FB-11615,TRX-18944,2.0,2.0,Dañado,,0,76,-12.1,FB-11615
FB-11616,TRX-11816,2.0,3.0,,Maybe,0,70,-66.1,FB-11616
FB-11617,TRX-19548,2.0,4.0,Dañado,,1,58,-69.1,FB-11617
FB-11618,TRX-17716,2.0,3.0,,Maybe,0,22,14.5,FB-11618
FB-11619,TRX-14309,3.0,4.0,Lento,No,1,20,-43.2,FB-11619
FB-11620,TRX-10491,1.0,5.0,,Sí,1,45,54.2,FB-11620
FB-11621,TRX-10528,5.0,2.0,Dañado,No,0,41,-49.4,FB-11621
FB-11622,TRX-15538,5.0,1.0,,No,0,55,-32.8,FB-11622
FB-11623,TRX-16904,3.0,3.0,Excelente,No,0,83,18.3,FB-11623
FB-11624,TRX-14274,5.0,3.0,Excelente,Sí,0,79,-98.3,FB-11624
FB-11625,TRX-13285,3.0,2.0,Excelente,,1,23,68.3,FB-11625
FB-11626,TRX-15481,3.0,2.0,Excelente,Maybe,0,36,-81.7,FB-11626
FB-11627,TRX-10973,5.0,1.0,Precio justo,,1,35,-94.6,FB-11627
FB-11628,TRX-12282,5.0,1.0,Excelente,Sí,1,79,54.6,FB-11628
FB-11629,TRX-13346,2.0,2.0,Precio justo,Maybe,0,55,59.9,FB-11629
FB-11630,TRX-18963,3.0,4.0,,No,0,56,27.4,FB-11630
FB-11631,TRX-15400,4.0,2.0,Dañado,No,0,37,66.3,FB-11631
FB-11632,TRX-11021,1.0,1.0,Dañado,No,0,73,83.5,FB-11632
FB-11633,TRX-13860,2.0,2.0,Precio justo,,1,72,-55.1,FB-11633
